#,word,class,english,file name,eka done,dva done,bahu done,notes,ask for (eka),ask for (dva),ask for (bahu)
367,नारी,ईकारान्त स्त्री,woman / women,naarii,,,,,Draw: one woman.,"Draw: exactly two women, side by side.",Draw: a group of three to five women.
368,कुमारी,ईकारान्त स्त्री,girl / girls,kumaarii,,,,,Draw: one girl.,"Draw: exactly two girls, side by side.",Draw: a group of three to five girls.
369,पुत्री,ईकारान्त स्त्री,daughter / daughters,putrii,,,,,Draw: one daughter.,"Draw: exactly two daughters, side by side.",Draw: a group of three to five daughters.
370,भगिनी,ईकारान्त स्त्री,sister / sisters,bhaginii,,,,,Draw: one sister.,"Draw: exactly two sisters, side by side.",Draw: a group of three to five sisters.
371,जननी,ईकारान्त स्त्री,mother / mothers,jananii,,,,,Draw: one mother.,"Draw: exactly two mothers, side by side.",Draw: a group of three to five mothers.
372,सखी,ईकारान्त स्त्री,friend / friends,sakhii,,,,,Draw: one friend.,"Draw: exactly two friends, side by side.",Draw: a group of three to five friends.
373,राज्ञी,ईकारान्त स्त्री,queen / queens,raajnyii,,,,,Draw: one queen.,"Draw: exactly two queens, side by side.",Draw: a group of three to five queens.
374,पत्नी,ईकारान्त स्त्री,wife,patnii,,n/a,n/a,singular only,Draw: one wife.,,
375,तरुणी,ईकारान्त स्त्री,young woman / young women,tarunii,,,,,Draw: one young woman.,"Draw: exactly two young women, side by side.",Draw: a group of three to five young women.
376,किशोरी,ईकारान्त स्त्री,teenage girl / teenage girls,kishorii,,,,,Draw: one teenage girl.,"Draw: exactly two teenage girls, side by side.",Draw: a group of three to five teenage girls.
377,नर्तकी,ईकारान्त स्त्री,dancer / dancers,nartakii,,,,,Draw: one dancer.,"Draw: exactly two dancers, side by side.",Draw: a group of three to five dancers.
378,गृहिणी,ईकारान्त स्त्री,homemaker / homemakers,grihinii,,,,,Draw: one homemaker.,"Draw: exactly two homemakers, side by side.",Draw: a group of three to five homemakers.
379,दासी,ईकारान्त स्त्री,maid / maids,daasii,,,,,Draw: one maid.,"Draw: exactly two maids, side by side.",Draw: a group of three to five maids.
380,लेखनी,ईकारान्त स्त्री,pen / pens,lekhanii,,,,,Draw: one pen.,"Draw: exactly two pens, side by side.",Draw: a group of three to five pens.
381,आसन्दी,ईकारान्त स्त्री,chair / chairs,aasandii,,,,,Draw: one chair.,"Draw: exactly two chairs, side by side.",Draw: a group of three to five chairs.
382,कर्तरी,ईकारान्त स्त्री,scissors / scissors,kartarii,,,,,Draw: one scissors.,"Draw: exactly two scissors, side by side.",Draw: a group of three to five scissors.
383,कूपी,ईकारान्त स्त्री,bottle / bottles,kuupii,,,,,Draw: one bottle.,"Draw: exactly two bottles, side by side.",Draw: a group of three to five bottles.
384,दूरवाणी,ईकारान्त स्त्री,phone / phones,duuravaanii,,,,,Draw: one phone.,"Draw: exactly two phones, side by side.",Draw: a group of three to five phones.
385,वाणी,ईकारान्त स्त्री,speech,vaanii,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests speech.,,
386,महिषी,ईकारान्त स्त्री,buffalo / buffaloes,mahishii,,,,,Draw: one buffalo.,"Draw: exactly two buffaloes, side by side.",Draw: a group of three to five buffaloes.
387,सिंही,ईकारान्त स्त्री,lioness / lionesses,simhii,,,,,Draw: one lioness.,"Draw: exactly two lionesses, side by side.",Draw: a group of three to five lionesses.
388,मयूरी,ईकारान्त स्त्री,peahen / peahens,mayuurii,,,,,Draw: one peahen.,"Draw: exactly two peahens, side by side.",Draw: a group of three to five peahens.
389,हरिणी,ईकारान्त स्त्री,doe / does,harinii,,,,,Draw: one doe.,"Draw: exactly two does, side by side.",Draw: a group of three to five does.
390,कदली,ईकारान्त स्त्री,banana plant / banana plants,kadalii,,,,,Draw: one banana plant.,"Draw: exactly two banana plants, side by side.",Draw: a group of three to five banana plants.
391,वल्ली,ईकारान्त स्त्री,vine / vines,vallii,,,,,Draw: one vine.,"Draw: exactly two vines, side by side.",Draw: a group of three to five vines.
392,कुटी,ईकारान्त स्त्री,hut / huts,kutii,,,,,Draw: one hut.,"Draw: exactly two huts, side by side.",Draw: a group of three to five huts.
393,अङ्गुली,ईकारान्त स्त्री,finger / fingers,anggulii,,,,,Draw: one finger.,"Draw: exactly two fingers, side by side.",Draw: a group of three to five fingers.
394,रजनी,ईकारान्त स्त्री,night / nights,rajanii,,,,hard to picture: optional,Draw: a simple picture that suggests night.,"Draw: exactly two nights, side by side.",Draw: a group of three to five nights.
395,मैत्री,ईकारान्त स्त्री,friendship,maitrii,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests friendship.,,
396,युवती,ईकारान्त स्त्री,young woman / young women,yuvatii,,,,,Draw: one young woman.,"Draw: exactly two young women, side by side.",Draw: a group of three to five young women.
397,स्वामिनी,ईकारान्त स्त्री,mistress / mistresses,svaaminii,,,,,Draw: one mistress.,"Draw: exactly two mistresses, side by side.",Draw: a group of three to five mistresses.
398,छात्री,ईकारान्त स्त्री,woman student / women students,chaatrii,,,,,Draw: one woman student.,"Draw: exactly two women students, side by side.",Draw: a group of three to five women students.
399,लक्ष्मी,ईकारान्त स्त्री,Lakshmi,lakshmii,,n/a,n/a,"a name: optional, one picture only",Draw: Lakshmi.,,
400,गायत्री,ईकारान्त स्त्री,Gayatri,gaayatrii,,n/a,n/a,"a name: optional, one picture only",Draw: Gayatri.,,
401,शुकी,ईकारान्त स्त्री,female parrot / female parrots,shukii,,,,,Draw: one female parrot.,"Draw: exactly two female parrots, side by side.",Draw: a group of three to five female parrots.
402,हंसी,ईकारान्त स्त्री,female swan / female swans,hamsii,,,,,Draw: one female swan.,"Draw: exactly two female swans, side by side.",Draw: a group of three to five female swans.
403,कुक्कुटी,ईकारान्त स्त्री,hen / hens,kukkutii,,,,,Draw: one hen.,"Draw: exactly two hens, side by side.",Draw: a group of three to five hens.
404,मृगी,ईकारान्त स्त्री,doe / does,mrigii,,,,,Draw: one doe.,"Draw: exactly two does, side by side.",Draw: a group of three to five does.
405,वानरी,ईकारान्त स्त्री,female monkey / female monkeys,vaanarii,,,,,Draw: one female monkey.,"Draw: exactly two female monkeys, side by side.",Draw: a group of three to five female monkeys.
406,मार्जारी,ईकारान्त स्त्री,female cat / female cats,maarjaarii,,,,,Draw: one female cat.,"Draw: exactly two female cats, side by side.",Draw: a group of three to five female cats.
407,व्याघ्री,ईकारान्त स्त्री,tigress / tigresses,vyaaghrii,,,,,Draw: one tigress.,"Draw: exactly two tigresses, side by side.",Draw: a group of three to five tigresses.
408,अटवी,ईकारान्त स्त्री,forest / forests,atavii,,,,,Draw: one forest.,"Draw: exactly two forests, side by side.",Draw: a group of three to five forests.
409,वाटी,ईकारान्त स्त्री,garden / gardens,vaatii,,,,,Draw: one garden.,"Draw: exactly two gardens, side by side.",Draw: a group of three to five gardens.
410,वीथी,ईकारान्त स्त्री,lane / lanes,viithii,,,,,Draw: one lane.,"Draw: exactly two lanes, side by side.",Draw: a group of three to five lanes.
411,पुरी,ईकारान्त स्त्री,city / cities,purii,,,,,Draw: one city.,"Draw: exactly two cities, side by side.",Draw: a group of three to five cities.
412,वापी,ईकारान्त स्त्री,step-well / step-wells,vaapii,,,,,Draw: one step-well.,"Draw: exactly two step-wells, side by side.",Draw: a group of three to five step-wells.
413,तटिनी,ईकारान्त स्त्री,river / rivers,tatinii,,,,,Draw: one river.,"Draw: exactly two rivers, side by side.",Draw: a group of three to five rivers.
414,नलिनी,ईकारान्त स्त्री,lotus pond / lotus ponds,nalinii,,,,,Draw: one lotus pond.,"Draw: exactly two lotus ponds, side by side.",Draw: a group of three to five lotus ponds.
415,तटी,ईकारान्त स्त्री,bank / banks,tatii,,,,,Draw: one bank.,"Draw: exactly two banks, side by side.",Draw: a group of three to five banks.
416,मेदिनी,ईकारान्त स्त्री,earth,medinii,,n/a,n/a,singular only,Draw: one earth.,,
417,गोष्ठी,ईकारान्त स्त्री,assembly / assemblies,goshthii,,,,hard to picture: optional,Draw: a simple picture that suggests assembly.,"Draw: exactly two assemblies, side by side.",Draw: a group of three to five assemblies.
418,मण्डली,ईकारान्त स्त्री,circle / circles,mandalii,,,,hard to picture: optional,Draw: a simple picture that suggests circle.,"Draw: exactly two circles, side by side.",Draw: a group of three to five circles.
419,श्रेणी,ईकारान्त स्त्री,row / rows,shrenii,,,,hard to picture: optional,Draw: a simple picture that suggests row.,"Draw: exactly two rows, side by side.",Draw: a group of three to five rows.
420,मञ्जरी,ईकारान्त स्त्री,blossom cluster / blossom clusters,manyjarii,,,,,Draw: one blossom cluster.,"Draw: exactly two blossom clusters, side by side.",Draw: a group of three to five blossom clusters.
421,कुमुदिनी,ईकारान्त स्त्री,lily plant / lily plants,kumudinii,,,,,Draw: one lily plant.,"Draw: exactly two lily plants, side by side.",Draw: a group of three to five lily plants.
422,पद्मिनी,ईकारान्त स्त्री,lotus plant / lotus plants,padminii,,,,,Draw: one lotus plant.,"Draw: exactly two lotus plants, side by side.",Draw: a group of three to five lotus plants.
423,यूथी,ईकारान्त स्त्री,jasmine / jasmines,yuuthii,,,,,Draw: one jasmine.,"Draw: exactly two jasmines, side by side.",Draw: a group of three to five jasmines.
424,मालती,ईकारान्त स्त्री,jasmine creeper / jasmine creepers,maalatii,,,,,Draw: one jasmine creeper.,"Draw: exactly two jasmine creepers, side by side.",Draw: a group of three to five jasmine creepers.
425,केतकी,ईकारान्त स्त्री,screwpine / screwpines,ketakii,,,,,Draw: one screwpine.,"Draw: exactly two screwpines, side by side.",Draw: a group of three to five screwpines.
426,तुलसी,ईकारान्त स्त्री,tulasi / tulasi plants,tulasii,,,,,Draw: one tulasi.,"Draw: exactly two tulasi plants, side by side.",Draw: a group of three to five tulasi plants.
427,पेटी,ईकारान्त स्त्री,box / boxes,petii,,,,,Draw: one box.,"Draw: exactly two boxes, side by side.",Draw: a group of three to five boxes.
428,चुल्ली,ईकारान्त स्त्री,stove / stoves,cullii,,,,,Draw: one stove.,"Draw: exactly two stoves, side by side.",Draw: a group of three to five stoves.
429,देहली,ईकारान्त स्त्री,threshold / thresholds,dehalii,,,,,Draw: one threshold.,"Draw: exactly two thresholds, side by side.",Draw: a group of three to five thresholds.
430,वेणी,ईकारान्त स्त्री,braid / braids,venii,,,,,Draw: one braid.,"Draw: exactly two braids, side by side.",Draw: a group of three to five braids.
431,शर्वरी,ईकारान्त स्त्री,night / nights,sharvarii,,,,hard to picture: optional,Draw: a simple picture that suggests night.,"Draw: exactly two nights, side by side.",Draw: a group of three to five nights.
432,पौर्णमी,ईकारान्त स्त्री,full moon day / full moon days,paurnamii,,,,hard to picture: optional,Draw: a simple picture that suggests full moon day.,"Draw: exactly two full moon days, side by side.",Draw: a group of three to five full moon days.
433,एकादशी,ईकारान्त स्त्री,ekadashi,ekaadashii,,n/a,n/a,"a name: optional, one picture only; hard to picture: optional",Draw: ekadashi.,,
434,आरती,ईकारान्त स्त्री,arati,aaratii,,n/a,n/a,singular only; hard to picture: optional,Draw: a simple picture that suggests arati.,,
435,सामग्री,ईकारान्त स्त्री,material,saamagrii,,n/a,n/a,uncountable: one picture only,Draw: some material.,,
436,फल,अकारान्त नपुं,fruit / fruits,phala,,,,,Draw: one fruit.,"Draw: exactly two fruits, side by side.",Draw: a group of three to five fruits.
437,पुष्प,अकारान्त नपुं,flower / flowers,pushpa,,,,,Draw: one flower.,"Draw: exactly two flowers, side by side.",Draw: a group of three to five flowers.
438,कुसुम,अकारान्त नपुं,blossom / blossoms,kusuma,,,,,Draw: one blossom.,"Draw: exactly two blossoms, side by side.",Draw: a group of three to five blossoms.
439,कमल,अकारान्त नपुं,lotus / lotuses,kamala,,,,,Draw: one lotus.,"Draw: exactly two lotuses, side by side.",Draw: a group of three to five lotuses.
440,पर्ण,अकारान्त नपुं,leaf / leaves,parna,,,,,Draw: one leaf.,"Draw: exactly two leaves, side by side.",Draw: a group of three to five leaves.
441,बीज,अकारान्त नपुं,seed / seeds,biija,,,,,Draw: one seed.,"Draw: exactly two seeds, side by side.",Draw: a group of three to five seeds.
442,वन,अकारान्त नपुं,forest / forests,vana,,,,,Draw: one forest.,"Draw: exactly two forests, side by side.",Draw: a group of three to five forests.
443,अरण्य,अकारान्त नपुं,jungle / jungles,aranya,,,,,Draw: one jungle.,"Draw: exactly two jungles, side by side.",Draw: a group of three to five jungles.
444,जल,अकारान्त नपुं,water,jala,,n/a,n/a,uncountable: one picture only,Draw: some water.,,
445,दुग्ध,अकारान्त नपुं,milk,dugdha,,n/a,n/a,uncountable: one picture only,Draw: some milk.,,
446,क्षीर,अकारान्त नपुं,milk,kshiira,,n/a,n/a,uncountable: one picture only,Draw: some milk.,,
447,अन्न,अकारान्त नपुं,food,anna,,n/a,n/a,uncountable: one picture only,Draw: some food.,,
448,भोजन,अकारान्त नपुं,meal,bhojana,,n/a,n/a,singular only; hard to picture: optional,Draw: a simple picture that suggests meal.,,
449,पायस,अकारान्त नपुं,payasam,paayasa,,n/a,n/a,uncountable: one picture only,Draw: some payasam.,,
450,शाक,अकारान्त नपुं,vegetable / vegetables,shaaka,,,,,Draw: one vegetable.,"Draw: exactly two vegetables, side by side.",Draw: a group of three to five vegetables.
451,घृत,अकारान्त नपुं,ghee,ghrita,,n/a,n/a,uncountable: one picture only,Draw: some ghee.,,
452,तैल,अकारान्त नपुं,oil,taila,,n/a,n/a,uncountable: one picture only,Draw: some oil.,,
453,पुस्तक,अकारान्त नपुं,book / books,pustaka,,,,,Draw: one book.,"Draw: exactly two books, side by side.",Draw: a group of three to five books.
454,पत्र,अकारान्त नपुं,letter / letters,patra,,,,,Draw: one letter.,"Draw: exactly two letters, side by side.",Draw: a group of three to five letters.
455,वाक्य,अकारान्त नपुं,sentence / sentences,vaakya,,,,,Draw: one sentence.,"Draw: exactly two sentences, side by side.",Draw: a group of three to five sentences.
456,पद,अकारान्त नपुं,word / words,pada,,,,,Draw: one word.,"Draw: exactly two words, side by side.",Draw: a group of three to five words.
457,गीत,अकारान्त नपुं,song / songs,giita,,,,,Draw: one song.,"Draw: exactly two songs, side by side.",Draw: a group of three to five songs.
458,नृत्य,अकारान्त नपुं,dance / dances,nritya,,,,hard to picture: optional,Draw: a simple picture that suggests dance.,"Draw: exactly two dances, side by side.",Draw: a group of three to five dances.
459,गान,अकारान्त नपुं,singing,gaana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests singing.,,
460,चित्र,अकारान्त नपुं,picture / pictures,citra,,,,hard to picture: optional,Draw: a simple picture that suggests picture.,"Draw: exactly two pictures, side by side.",Draw: a group of three to five pictures.
461,गृह,अकारान्त नपुं,house / houses,griha,,,,,Draw: one house.,"Draw: exactly two houses, side by side.",Draw: a group of three to five houses.
462,नगर,अकारान्त नपुं,city / cities,nagara,,,,,Draw: one city.,"Draw: exactly two cities, side by side.",Draw: a group of three to five cities.
463,मन्दिर,अकारान्त नपुं,temple / temples,mandira,,,,,Draw: one temple.,"Draw: exactly two temples, side by side.",Draw: a group of three to five temples.
464,भवन,अकारान्त नपुं,building / buildings,bhavana,,,,,Draw: one building.,"Draw: exactly two buildings, side by side.",Draw: a group of three to five buildings.
465,उद्यान,अकारान्त नपुं,garden / gardens,udyaana,,,,,Draw: one garden.,"Draw: exactly two gardens, side by side.",Draw: a group of three to five gardens.
466,क्षेत्र,अकारान्त नपुं,field / fields,kshetra,,,,,Draw: one field.,"Draw: exactly two fields, side by side.",Draw: a group of three to five fields.
467,सरोवर,अकारान्त नपुं,lake / lakes,sarovara,,,,,Draw: one lake.,"Draw: exactly two lakes, side by side.",Draw: a group of three to five lakes.
468,तीर्थ,अकारान्त नपुं,pilgrimage place / pilgrimage places,tiirtha,,,,,Draw: one pilgrimage place.,"Draw: exactly two pilgrimage places, side by side.",Draw: a group of three to five pilgrimage places.
469,मित्र,अकारान्त नपुं,friend / friends,mitra,,,,,Draw: one friend.,"Draw: exactly two friends, side by side.",Draw: a group of three to five friends.
470,नेत्र,अकारान्त नपुं,eye / eyes,netra,,,,,Draw: one eye.,"Draw: exactly two eyes, side by side.",Draw: a group of three to five eyes.
471,नयन,अकारान्त नपुं,eye / eyes,nayana,,,,,Draw: one eye.,"Draw: exactly two eyes, side by side.",Draw: a group of three to five eyes.
472,मुख,अकारान्त नपुं,face / faces,mukha,,,,,Draw: one face.,"Draw: exactly two faces, side by side.",Draw: a group of three to five faces.
473,हृदय,अकारान्त नपुं,heart / hearts,hridaya,,,,,Draw: one heart.,"Draw: exactly two hearts, side by side.",Draw: a group of three to five hearts.
474,शरीर,अकारान्त नपुं,body / bodies,shariira,,,,,Draw: one body.,"Draw: exactly two bodies, side by side.",Draw: a group of three to five bodies.
475,वस्त्र,अकारान्त नपुं,cloth / clothes,vastra,,,,,Draw: one cloth.,"Draw: exactly two clothes, side by side.",Draw: a group of three to five clothes.
476,कङ्कण,अकारान्त नपुं,bangle / bangles,kangkana,,,,,Draw: one bangle.,"Draw: exactly two bangles, side by side.",Draw: a group of three to five bangles.
477,उपनेत्र,अकारान्त नपुं,spectacles / spectacles,upanetra,,,,,Draw: one spectacles.,"Draw: exactly two spectacles, side by side.",Draw: a group of three to five spectacles.
478,छत्र,अकारान्त नपुं,umbrella / umbrellas,chatra,,,,,Draw: one umbrella.,"Draw: exactly two umbrellas, side by side.",Draw: a group of three to five umbrellas.
479,व्यजन,अकारान्त नपुं,fan / fans,vyajana,,,,,Draw: one fan.,"Draw: exactly two fans, side by side.",Draw: a group of three to five fans.
480,आसन,अकारान्त नपुं,seat / seats,aasana,,,,,Draw: one seat.,"Draw: exactly two seats, side by side.",Draw: a group of three to five seats.
481,वाहन,अकारान्त नपुं,vehicle / vehicles,vaahana,,,,,Draw: one vehicle.,"Draw: exactly two vehicles, side by side.",Draw: a group of three to five vehicles.
482,विमान,अकारान्त नपुं,aeroplane / aeroplanes,vimaana,,,,,Draw: one aeroplane.,"Draw: exactly two aeroplanes, side by side.",Draw: a group of three to five aeroplanes.
483,यान,अकारान्त नपुं,carriage / carriages,yaana,,,,,Draw: one carriage.,"Draw: exactly two carriages, side by side.",Draw: a group of three to five carriages.
484,चक्र,अकारान्त नपुं,wheel / wheels,cakra,,,,,Draw: one wheel.,"Draw: exactly two wheels, side by side.",Draw: a group of three to five wheels.
485,पात्र,अकारान्त नपुं,vessel / vessels,paatra,,,,,Draw: one vessel.,"Draw: exactly two vessels, side by side.",Draw: a group of three to five vessels.
486,द्वार,अकारान्त नपुं,door / doors,dvaara,,,,,Draw: one door.,"Draw: exactly two doors, side by side.",Draw: a group of three to five doors.
487,वातायन,अकारान्त नपुं,window / windows,vaataayana,,,,,Draw: one window.,"Draw: exactly two windows, side by side.",Draw: a group of three to five windows.
488,सङ्गणक,अकारान्त नपुं,computer / computers,sangganaka,,,,,Draw: one computer.,"Draw: exactly two computers, side by side.",Draw: a group of three to five computers.
489,दूरदर्शन,अकारान्त नपुं,television / televisions,duuradarshana,,,,,Draw: one television.,"Draw: exactly two televisions, side by side.",Draw: a group of three to five televisions.
490,धन,अकारान्त नपुं,wealth,dhana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests wealth.,,
491,सुख,अकारान्त नपुं,happiness,sukha,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests happiness.,,
492,दुःख,अकारान्त नपुं,sorrow,duhkha,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests sorrow.,,
493,ज्ञान,अकारान्त नपुं,knowledge,jnyaana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests knowledge.,,
494,सत्य,अकारान्त नपुं,truth,satya,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests truth.,,
495,कार्य,अकारान्त नपुं,work / works,kaarya,,,,hard to picture: optional,Draw: a simple picture that suggests work.,"Draw: exactly two works, side by side.",Draw: a group of three to five works.
496,शास्त्र,अकारान्त नपुं,scripture / scriptures,shaastra,,,,hard to picture: optional,Draw: a simple picture that suggests scripture.,"Draw: exactly two scriptures, side by side.",Draw: a group of three to five scriptures.
497,पुच्छ,अकारान्त नपुं,tail / tails,puccha,,,,,Draw: one tail.,"Draw: exactly two tails, side by side.",Draw: a group of three to five tails.
498,रत्न,अकारान्त नपुं,gem / gems,ratna,,,,,Draw: one gem.,"Draw: exactly two gems, side by side.",Draw: a group of three to five gems.
499,नक्षत्र,अकारान्त नपुं,star / stars,nakshatra,,,,,Draw: one star.,"Draw: exactly two stars, side by side.",Draw: a group of three to five stars.
500,प्रभात,अकारान्त नपुं,morning,prabhaata,,n/a,n/a,"a name: optional, one picture only; hard to picture: optional",Draw: morning.,,
501,वर्ष,अकारान्त नपुं,year / years,varsha,,,,hard to picture: optional,Draw: a simple picture that suggests year.,"Draw: exactly two years, side by side.",Draw: a group of three to five years.
502,स्नान,अकारान्त नपुं,bath,snaana,,n/a,n/a,singular only; hard to picture: optional,Draw: a simple picture that suggests bath.,,
503,अध्ययन,अकारान्त नपुं,study,adhyayana,,n/a,n/a,uncountable: one picture only; hard to picture: optional,Draw: a simple picture that suggests study.,,
504,दान,अकारान्त नपुं,gift / gifts,daana,,,,hard to picture: optional,Draw: a simple picture that suggests gift.,"Draw: exactly two gifts, side by side.",Draw: a group of three to five gifts.
505,वचन,अकारान्त नपुं,word / words,vacana,,,,,Draw: one word.,"Draw: exactly two words, side by side.",Draw: a group of three to five words.
506,भाषण,अकारान्त नपुं,speech / speeches,bhaashana,,,,,Draw: one speech.,"Draw: exactly two speeches, side by side.",Draw: a group of three to five speeches.
507,राष्ट्र,अकारान्त नपुं,nation / nations,raashtra,,,,,Draw: one nation.,"Draw: exactly two nations, side by side.",Draw: a group of three to five nations.
508,उपवन,अकारान्त नपुं,grove / groves,upavana,,,,,Draw: one grove.,"Draw: exactly two groves, side by side.",Draw: a group of three to five groves.
509,कानन,अकारान्त नपुं,forest / forests,kaanana,,,,,Draw: one forest.,"Draw: exactly two forests, side by side.",Draw: a group of three to five forests.
510,विपिन,अकारान्त नपुं,thicket / thickets,vipina,,,,,Draw: one thicket.,"Draw: exactly two thickets, side by side.",Draw: a group of three to five thickets.
511,द्वीप,अकारान्त नपुं,island / islands,dviipa,,,,,Draw: one island.,"Draw: exactly two islands, side by side.",Draw: a group of three to five islands.
512,शिखर,अकारान्त नपुं,peak / peaks,shikhara,,,,,Draw: one peak.,"Draw: exactly two peaks, side by side.",Draw: a group of three to five peaks.
513,शृङ्ग,अकारान्त नपुं,summit / summits,shringga,,,,,Draw: one summit.,"Draw: exactly two summits, side by side.",Draw: a group of three to five summits.
514,सोपान,अकारान्त नपुं,staircase / staircases,sopaana,,,,,Draw: one staircase.,"Draw: exactly two staircases, side by side.",Draw: a group of three to five staircases.
515,प्राङ्गण,अकारान्त नपुं,courtyard / courtyards,praanggana,,,,,Draw: one courtyard.,"Draw: exactly two courtyards, side by side.",Draw: a group of three to five courtyards.
516,आयतन,अकारान्त नपुं,shrine / shrines,aayatana,,,,,Draw: one shrine.,"Draw: exactly two shrines, side by side.",Draw: a group of three to five shrines.
517,तट,अकारान्त नपुं,bank / banks,tata,,,,,Draw: one bank.,"Draw: exactly two banks, side by side.",Draw: a group of three to five banks.
518,कूल,अकारान्त नपुं,shore / shores,kuula,,,,,Draw: one shore.,"Draw: exactly two shores, side by side.",Draw: a group of three to five shores.
519,सलिल,अकारान्त नपुं,water,salila,,n/a,n/a,uncountable: one picture only,Draw: some water.,,
520,उदक,अकारान्त नपुं,water,udaka,,n/a,n/a,uncountable: one picture only,Draw: some water.,,
521,पानीय,अकारान्त नपुं,drinking water,paaniiya,,n/a,n/a,uncountable: one picture only,Draw: some drinking water.,,
522,लवण,अकारान्त नपुं,salt,lavana,,n/a,n/a,uncountable: one picture only,Draw: some salt.,,
523,मरिच,अकारान्त नपुं,pepper,marica,,n/a,n/a,uncountable: one picture only,Draw: some pepper.,,
524,नवनीत,अकारान्त नपुं,butter,navaniita,,n/a,n/a,uncountable: one picture only,Draw: some butter.,,
525,धान्य,अकारान्त नपुं,grain,dhaanya,,n/a,n/a,uncountable: one picture only,Draw: some grain.,,
526,मिष्टान्न,अकारान्त नपुं,sweet / sweets,mishtaanna,,,,,Draw: one sweet.,"Draw: exactly two sweets, side by side.",Draw: a group of three to five sweets.
527,व्यञ्जन,अकारान्त नपुं,curry / curries,vyanyjana,,,,,Draw: one curry.,"Draw: exactly two curries, side by side.",Draw: a group of three to five curries.
528,सस्य,अकारान्त नपुं,crop / crops,sasya,,,,,Draw: one crop.,"Draw: exactly two crops, side by side.",Draw: a group of three to five crops.
529,नारिकेल,अकारान्त नपुं,coconut / coconuts,naarikela,,,,,Draw: one coconut.,"Draw: exactly two coconuts, side by side.",Draw: a group of three to five coconuts.
530,बदर,अकारान्त नपुं,jujube / jujubes,badara,,,,,Draw: one jujube.,"Draw: exactly two jujubes, side by side.",Draw: a group of three to five jujubes.
531,दाडिम,अकारान्त नपुं,pomegranate / pomegranates,daadima,,,,,Draw: one pomegranate.,"Draw: exactly two pomegranates, side by side.",Draw: a group of three to five pomegranates.
532,पङ्कज,अकारान्त नपुं,lotus / lotuses,pangkaja,,,,,Draw: one lotus.,"Draw: exactly two lotuses, side by side.",Draw: a group of three to five lotuses.
533,उत्पल,अकारान्त नपुं,water lily / water lilies,utpala,,,,,Draw: one water lily.,"Draw: exactly two water lilies, side by side.",Draw: a group of three to five water lilies.
534,मूल,अकारान्त नपुं,root / roots,muula,,,,,Draw: one root.,"Draw: exactly two roots, side by side.",Draw: a group of three to five roots.
535,तृण,अकारान्त नपुं,grass,trina,,n/a,n/a,uncountable: one picture only,Draw: some grass.,,
536,काष्ठ,अकारान्त नपुं,wood,kaashtha,,n/a,n/a,uncountable: one picture only,Draw: some wood.,,
537,नख,अकारान्त नपुं,nail / nails,nakha,,,,,Draw: one nail.,"Draw: exactly two nails, side by side.",Draw: a group of three to five nails.
538,उदर,अकारान्त नपुं,belly / bellies,udara,,,,,Draw: one belly.,"Draw: exactly two bellies, side by side.",Draw: a group of three to five bellies.
539,श्रोत्र,अकारान्त नपुं,ear / ears,shrotra,,,,,Draw: one ear.,"Draw: exactly two ears, side by side.",Draw: a group of three to five ears.
540,लोचन,अकारान्त नपुं,eye / eyes,locana,,,,,Draw: one eye.,"Draw: exactly two eyes, side by side.",Draw: a group of three to five eyes.
541,वदन,अकारान्त नपुं,face / faces,vadana,,,,,Draw: one face.,"Draw: exactly two faces, side by side.",Draw: a group of three to five faces.
542,ललाट,अकारान्त नपुं,forehead / foreheads,lalaata,,,,,Draw: one forehead.,"Draw: exactly two foreheads, side by side.",Draw: a group of three to five foreheads.
543,अङ्ग,अकारान्त नपुं,limb / limbs,angga,,,,,Draw: one limb.,"Draw: exactly two limbs, side by side.",Draw: a group of three to five limbs.
544,रुधिर,अकारान्त नपुं,blood,rudhira,,n/a,n/a,uncountable: one picture only,Draw: some blood.,,
545,उत्तरीय,अकारान्त नपुं,upper cloth / upper cloths,uttariiya,,,,,Draw: one upper cloth.,"Draw: exactly two upper cloths, side by side.",Draw: a group of three to five upper cloths.
546,आभरण,अकारान्त नपुं,ornament / ornaments,aabharana,,,,,Draw: one ornament.,"Draw: exactly two ornaments, side by side.",Draw: a group of three to five ornaments.
547,कुण्डल,अकारान्त नपुं,earring / earrings,kundala,,,,,Draw: one earring.,"Draw: exactly two earrings, side by side.",Draw: a group of three to five earrings.
548,वलय,अकारान्त नपुं,bangle / bangles,valaya,,,,,Draw: one bangle.,"Draw: exactly two bangles, side by side.",Draw: a group of three to five bangles.
549,कवच,अकारान्त नपुं,armour / armours,kavaca,,,,,Draw: one armour.,"Draw: exactly two armours, side by side.",Draw: a group of three to five armours.
