id,or name it,part,group,word,meaning,how many,read these in order,notes,status
C26,citation-26,C one form each,प्रथमा एकवचनम्,,,8,शय्या   दोला   द्विचक्रिका   रोटिका   वार्ता   दया   क्षमा   प्रार्थना,शय्या दोला द्विचक्रिका रोटिका वार्ता दया क्षमा प्रार्थना,
C27,citation-27,C one form each,प्रथमा एकवचनम्,,,8,परीक्षा   यात्रा   क्रीडा   सभा   सेना   शिला   छाया   चटका,परीक्षा यात्रा क्रीडा सभा सेना शिला छाया चटका,
C28,citation-28,C one form each,प्रथमा एकवचनम्,,,8,मक्षिका   पिपीलिका   वीणा   वर्षा   तारा   मुद्रा   जाया   भार्या,मक्षिका पिपीलिका वीणा वर्षा तारा मुद्रा जाया भार्या,
C29,citation-29,C one form each,प्रथमा एकवचनम्,,,8,स्नुषा   पण्डिता   प्रजा   कोकिला   सारिका   शर्करा   हरिद्रा   सुधा,स्नुषा पण्डिता प्रजा कोकिला सारिका शर्करा हरिद्रा सुधा,
C30,citation-30,C one form each,प्रथमा एकवचनम्,,,8,वेदिका   मञ्जूषा   कुण्डिका   थालिका   शलाका   सूचिका   तूलिका   पञ्जिका,वेदिका मञ्जूषा कुण्डिका थालिका शलाका सूचिका तूलिका पञ्जिका,
C31,citation-31,C one form each,प्रथमा एकवचनम्,,,8,प्रतिमा   पताका   मृत्तिका   शिबिका   शाला   गोशाला   नाट्यशाला   कन्दरा,प्रतिमा पताका मृत्तिका शिबिका शाला गोशाला नाट्यशाला कन्दरा,
C32,citation-32,C one form each,प्रथमा एकवचनम्,,,8,कुल्या   वसुधा   उषा   निशा   सीमा   दिशा   शोभा   निद्रा,कुल्या वसुधा उषा निशा सीमा दिशा शोभा निद्रा,
C33,citation-33,C one form each,प्रथमा एकवचनम्,,,8,चिन्ता   इच्छा   आशा   श्रद्धा   कृपा   व्यथा   कल्पना   सूचना,चिन्ता इच्छा आशा श्रद्धा कृपा व्यथा कल्पना सूचना,
C34,citation-34,C one form each,प्रथमा एकवचनम्,,,8,शिक्षा   कला   सेवा   रचना   घोषणा   गाथा   ऋचा   टीका,शिक्षा कला सेवा रचना घोषणा गाथा ऋचा टीका,
C35,citation-35,C one form each,प्रथमा एकवचनम्,,,8,संहिता   घटना   जटा   शिखा   गौरी   पार्वती   सरस्वती   जानकी,संहिता घटना जटा शिखा गौरी पार्वती सरस्वती जानकी,
C36,citation-36,C one form each,प्रथमा एकवचनम्,,,8,काशी   गोदावरी   कावेरी   पत्नी   किशोरी   नर्तकी   गृहिणी   दासी,काशी गोदावरी कावेरी पत्नी किशोरी नर्तकी गृहिणी दासी,
C37,citation-37,C one form each,प्रथमा एकवचनम्,,,8,कर्तरी   कूपी   महिषी   सिंही   मयूरी   हरिणी   वल्ली   कुटी,कर्तरी कूपी महिषी सिंही मयूरी हरिणी वल्ली कुटी,
C38,citation-38,C one form each,प्रथमा एकवचनम्,,,8,अङ्गुली   रजनी   मैत्री   युवती   स्वामिनी   छात्री   लक्ष्मी   गायत्री,अङ्गुली रजनी मैत्री युवती स्वामिनी छात्री लक्ष्मी गायत्री,
C39,citation-39,C one form each,प्रथमा एकवचनम्,,,8,शुकी   हंसी   कुक्कुटी   मृगी   वानरी   मार्जारी   व्याघ्री   अटवी,शुकी हंसी कुक्कुटी मृगी वानरी मार्जारी व्याघ्री अटवी,
C40,citation-40,C one form each,प्रथमा एकवचनम्,,,8,वाटी   वीथी   पुरी   वापी   तटिनी   नलिनी   तटी   मेदिनी,वाटी वीथी पुरी वापी तटिनी नलिनी तटी मेदिनी,
C41,citation-41,C one form each,प्रथमा एकवचनम्,,,8,गोष्ठी   मण्डली   श्रेणी   मञ्जरी   कुमुदिनी   पद्मिनी   यूथी   मालती,गोष्ठी मण्डली श्रेणी मञ्जरी कुमुदिनी पद्मिनी यूथी मालती,
C42,citation-42,C one form each,प्रथमा एकवचनम्,,,8,केतकी   तुलसी   पेटी   चुल्ली   देहली   वेणी   शर्वरी   पौर्णमी,केतकी तुलसी पेटी चुल्ली देहली वेणी शर्वरी पौर्णमी,
C43,citation-43,C one form each,प्रथमा एकवचनम्,,,8,एकादशी   आरती   सामग्री   कुसुमम्   कमलम्   पर्णम्   बीजम्   अरण्यम्,एकादशी आरती सामग्री कुसुम कमल पर्ण बीज अरण्य,
C44,citation-44,C one form each,प्रथमा एकवचनम्,,,8,दुग्धम्   क्षीरम्   अन्नम्   पायसम्   शाकम्   घृतम्   तैलम्   वाक्यम्,दुग्ध क्षीर अन्न पायस शाक घृत तैल वाक्य,
C45,citation-45,C one form each,प्रथमा एकवचनम्,,,8,पदम्   गीतम्   नृत्यम्   गानम्   नगरम्   भवनम्   सरोवरम्   तीर्थम्,पद गीत नृत्य गान नगर भवन सरोवर तीर्थ,
C46,citation-46,C one form each,प्रथमा एकवचनम्,,,8,नयनम्   हृदयम्   शरीरम्   कङ्कणम्   उपनेत्रम्   छत्रम्   व्यजनम्   वाहनम्,नयन हृदय शरीर कङ्कण उपनेत्र छत्र व्यजन वाहन,
C47,citation-47,C one form each,प्रथमा एकवचनम्,,,8,विमानम्   यानम्   चक्रम्   पात्रम्   द्वारम्   वातायनम्   सङ्गणकम्   दूरदर्शनम्,विमान यान चक्र पात्र द्वार वातायन सङ्गणक दूरदर्शन,
C48,citation-48,C one form each,प्रथमा एकवचनम्,,,8,सुखम्   शास्त्रम्   पुच्छम्   रत्नम्   नक्षत्रम्   स्नानम्   अध्ययनम्   दानम्,सुख शास्त्र पुच्छ रत्न नक्षत्र स्नान अध्ययन दान,
C49,citation-49,C one form each,प्रथमा एकवचनम्,,,8,भाषणम्   राष्ट्रम्   उपवनम्   काननम्   विपिनम्   द्वीपम्   शिखरम्   शृङ्गम्,भाषण राष्ट्र उपवन कानन विपिन द्वीप शिखर शृङ्ग,
C50,citation-50,C one form each,प्रथमा एकवचनम्,,,8,सोपानम्   प्राङ्गणम्   आयतनम्   तटम्   कूलम्   सलिलम्   उदकम्   पानीयम्,सोपान प्राङ्गण आयतन तट कूल सलिल उदक पानीय,
C51,citation-51,C one form each,प्रथमा एकवचनम्,,,8,लवणम्   मरिचम्   नवनीतम्   धान्यम्   मिष्टान्नम्   व्यञ्जनम्   सस्यम्   नारिकेलम्,लवण मरिच नवनीत धान्य मिष्टान्न व्यञ्जन सस्य नारिकेल,
C52,citation-52,C one form each,प्रथमा एकवचनम्,,,8,बदरम्   दाडिमम्   पङ्कजम्   उत्पलम्   मूलम्   तृणम्   काष्ठम्   नखम्,बदर दाडिम पङ्कज उत्पल मूल तृण काष्ठ नख,
C53,citation-53,C one form each,प्रथमा एकवचनम्,,,8,उदरम्   श्रोत्रम्   लोचनम्   वदनम्   ललाटम्   अङ्गम्   रुधिरम्   उत्तरीयम्,उदर श्रोत्र लोचन वदन ललाट अङ्ग रुधिर उत्तरीय,
C54,citation-54,C one form each,प्रथमा एकवचनम्,,,8,आभरणम्   कुण्डलम्   वलयम्   कवचम्   दर्पणम्   शयनम्   भाण्डम्   यन्त्रम्,आभरण कुण्डल वलय कवच दर्पण शयन भाण्ड यन्त्र,
C55,citation-55,C one form each,प्रथमा एकवचनम्,,,8,शस्त्रम्   सूत्रम्   औषधम्   मौक्तिकम्   सुवर्णम्   रजतम्   चूर्णम्   नाटकम्,शस्त्र सूत्र औषध मौक्तिक सुवर्ण रजत चूर्ण नाटक,
C56,citation-56,C one form each,प्रथमा एकवचनम्,,,8,काव्यम्   पुराणम्   सूक्तम्   स्तोत्रम्   वाद्यम्   मङ्गलम्   आमन्त्रणम्   कुलम्,काव्य पुराण सूक्त स्तोत्र वाद्य मङ्गल आमन्त्रण कुल,
C57,citation-57,C one form each,प्रथमा एकवचनम्,,,8,दिनम्   अन्तरिक्षम्   तिमिरम्   उत्तरम्   भयम्   धैर्यम्   साहसम्   स्मरणम्,दिन अन्तरिक्ष तिमिर उत्तर भय धैर्य साहस स्मरण,
C58,citation-58,C one form each,प्रथमा एकवचनम्,,,7,चिन्तनम्   दर्शनम्   श्रवणम्   लेखनम्   पठनम्   गायनम्   भ्रमणम्,चिन्तन दर्शन श्रवण लेखन पठन गायन भ्रमण,
D001,jana-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",जन,two people,8,जनौ   जनौ   जनाभ्याम्   जनाभ्याम्   जनाभ्याम्   जनयोः   जनयोः   जनौ,used once dvivacana is switched on,
D002,simha-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",सिंह,two lions,8,सिंहौ   सिंहौ   सिंहाभ्याम्   सिंहाभ्याम्   सिंहाभ्याम्   सिंहयोः   सिंहयोः   सिंहौ,used once dvivacana is switched on,
D003,vriksha-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",वृक्ष,two trees,8,वृक्षौ   वृक्षौ   वृक्षाभ्याम्   वृक्षाभ्याम्   वृक्षाभ्याम्   वृक्षयोः   वृक्षयोः   वृक्षौ,used once dvivacana is switched on,
D004,baka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",बक,two cranes,8,बकौ   बकौ   बकाभ्याम्   बकाभ्याम्   बकाभ्याम्   बकयोः   बकयोः   बकौ,used once dvivacana is switched on,
D005,cora-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",चोर,two thieves,8,चोरौ   चोरौ   चोराभ्याम्   चोराभ्याम्   चोराभ्याम्   चोरयोः   चोरयोः   चोरौ,used once dvivacana is switched on,
D006,megha-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मेघ,two clouds,8,मेघौ   मेघौ   मेघाभ्याम्   मेघाभ्याम्   मेघाभ्याम्   मेघयोः   मेघयोः   मेघौ,used once dvivacana is switched on,
D007,ghata-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",घट,two pots,8,घटौ   घटौ   घटाभ्याम्   घटाभ्याम्   घटाभ्याम्   घटयोः   घटयोः   घटौ,used once dvivacana is switched on,
D008,tadaaga-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",तडाग,two ponds,8,तडागौ   तडागौ   तडागाभ्याम्   तडागाभ्याम्   तडागाभ्याम्   तडागयोः   तडागयोः   तडागौ,used once dvivacana is switched on,
D009,matsya-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मत्स्य,two fish,8,मत्स्यौ   मत्स्यौ   मत्स्याभ्याम्   मत्स्याभ्याम्   मत्स्याभ्याम्   मत्स्ययोः   मत्स्ययोः   मत्स्यौ,used once dvivacana is switched on,
D010,aacaarya-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",आचार्य,two masters,8,आचार्यौ   आचार्यौ   आचार्याभ्याम्   आचार्याभ्याम्   आचार्याभ्याम्   आचार्ययोः   आचार्ययोः   आचार्यौ,used once dvivacana is switched on,
D011,baalaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",बालक,two boys,8,बालकौ   बालकौ   बालकाभ्याम्   बालकाभ्याम्   बालकाभ्याम्   बालकयोः   बालकयोः   बालकौ,used once dvivacana is switched on,
D012,muushaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मूषक,two mice,8,मूषकौ   मूषकौ   मूषकाभ्याम्   मूषकाभ्याम्   मूषकाभ्याम्   मूषकयोः   मूषकयोः   मूषकौ,used once dvivacana is switched on,
D013,vaanara-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",वानर,two monkeys,8,वानरौ   वानरौ   वानराभ्याम्   वानराभ्याम्   वानराभ्याम्   वानरयोः   वानरयोः   वानरौ,used once dvivacana is switched on,
D014,khaga-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",खग,two birds,8,खगौ   खगौ   खगाभ्याम्   खगाभ्याम्   खगाभ्याम्   खगयोः   खगयोः   खगौ,used once dvivacana is switched on,
D015,kapota-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",कपोत,two pigeons,8,कपोतौ   कपोतौ   कपोताभ्याम्   कपोताभ्याम्   कपोताभ्याम्   कपोतयोः   कपोतयोः   कपोतौ,used once dvivacana is switched on,
D016,nripa-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",नृप,two kings,8,नृपौ   नृपौ   नृपाभ्याम्   नृपाभ्याम्   नृपाभ्याम्   नृपयोः   नृपयोः   नृपौ,used once dvivacana is switched on,
D017,parvata-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",पर्वत,two mountains,8,पर्वतौ   पर्वतौ   पर्वताभ्याम्   पर्वताभ्याम्   पर्वताभ्याम्   पर्वतयोः   पर्वतयोः   पर्वतौ,used once dvivacana is switched on,
D018,chaatra-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",छात्र,two students,8,छात्रौ   छात्रौ   छात्राभ्याम्   छात्राभ्याम्   छात्राभ्याम्   छात्रयोः   छात्रयोः   छात्रौ,used once dvivacana is switched on,
D019,krishaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",कृषक,two farmers,8,कृषकौ   कृषकौ   कृषकाभ्याम्   कृषकाभ्याम्   कृषकाभ्याम्   कृषकयोः   कृषकयोः   कृषकौ,used once dvivacana is switched on,
D020,ashva-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",अश्व,two horses,8,अश्वौ   अश्वौ   अश्वाभ्याम्   अश्वाभ्याम्   अश्वाभ्याम्   अश्वयोः   अश्वयोः   अश्वौ,used once dvivacana is switched on,
D021,mriga-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मृग,two deer,8,मृगौ   मृगौ   मृगाभ्याम्   मृगाभ्याम्   मृगाभ्याम्   मृगयोः   मृगयोः   मृगौ,used once dvivacana is switched on,
D022,putra-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",पुत्र,two sons,8,पुत्रौ   पुत्रौ   पुत्राभ्याम्   पुत्राभ्याम्   पुत्राभ्याम्   पुत्रयोः   पुत्रयोः   पुत्रौ,used once dvivacana is switched on,
D023,deva-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",देव,two gods,8,देवौ   देवौ   देवाभ्याम्   देवाभ्याम्   देवाभ्याम्   देवयोः   देवयोः   देवौ,used once dvivacana is switched on,
D024,vaidya-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",वैद्य,two doctors,8,वैद्यौ   वैद्यौ   वैद्याभ्याम्   वैद्याभ्याम्   वैद्याभ्याम्   वैद्ययोः   वैद्ययोः   वैद्यौ,used once dvivacana is switched on,
D025,gaja-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",गज,two elephants,8,गजौ   गजौ   गजाभ्याम्   गजाभ्याम्   गजाभ्याम्   गजयोः   गजयोः   गजौ,used once dvivacana is switched on,
D026,grantha-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",ग्रन्थ,two books,8,ग्रन्थौ   ग्रन्थौ   ग्रन्थाभ्याम्   ग्रन्थाभ्याम्   ग्रन्थाभ्याम्   ग्रन्थयोः   ग्रन्थयोः   ग्रन्थौ,used once dvivacana is switched on,
D027,shishya-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",शिष्य,two disciples,8,शिष्यौ   शिष्यौ   शिष्याभ्याम्   शिष्याभ्याम्   शिष्याभ्याम्   शिष्ययोः   शिष्ययोः   शिष्यौ,used once dvivacana is switched on,
D028,kaaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",काक,two crows,8,काकौ   काकौ   काकाभ्याम्   काकाभ्याम्   काकाभ्याम्   काकयोः   काकयोः   काकौ,used once dvivacana is switched on,
D029,graama-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",ग्राम,two villages,8,ग्रामौ   ग्रामौ   ग्रामाभ्याम्   ग्रामाभ्याम्   ग्रामाभ्याम्   ग्रामयोः   ग्रामयोः   ग्रामौ,used once dvivacana is switched on,
D030,kacchapa-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",कच्छप,two tortoises,8,कच्छपौ   कच्छपौ   कच्छपाभ्याम्   कच्छपाभ्याम्   कच्छपाभ्याम्   कच्छपयोः   कच्छपयोः   कच्छपौ,used once dvivacana is switched on,
D031,hamsa-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",हंस,two swans,8,हंसौ   हंसौ   हंसाभ्याम्   हंसाभ्याम्   हंसाभ्याम्   हंसयोः   हंसयोः   हंसौ,used once dvivacana is switched on,
D032,utsava-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",उत्सव,two festivals,8,उत्सवौ   उत्सवौ   उत्सवाभ्याम्   उत्सवाभ्याम्   उत्सवाभ्याम्   उत्सवयोः   उत्सवयोः   उत्सवौ,used once dvivacana is switched on,
D033,janaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",जनक,two fathers,8,जनकौ   जनकौ   जनकाभ्याम्   जनकाभ्याम्   जनकाभ्याम्   जनकयोः   जनकयोः   जनकौ,used once dvivacana is switched on,
D034,shikshaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",शिक्षक,two teachers,8,शिक्षकौ   शिक्षकौ   शिक्षकाभ्याम्   शिक्षकाभ्याम्   शिक्षकाभ्याम्   शिक्षकयोः   शिक्षकयोः   शिक्षकौ,used once dvivacana is switched on,
D035,mayuura-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मयूर,two peacocks,8,मयूरौ   मयूरौ   मयूराभ्याम्   मयूराभ्याम्   मयूराभ्याम्   मयूरयोः   मयूरयोः   मयूरौ,used once dvivacana is switched on,
D036,sevaka-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",सेवक,two servants,8,सेवकौ   सेवकौ   सेवकाभ्याम्   सेवकाभ्याम्   सेवकाभ्याम्   सेवकयोः   सेवकयोः   सेवकौ,used once dvivacana is switched on,
D037,svara-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",स्वर,two notes,8,स्वरौ   स्वरौ   स्वराभ्याम्   स्वराभ्याम्   स्वराभ्याम्   स्वरयोः   स्वरयोः   स्वरौ,used once dvivacana is switched on,
D038,desha-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",देश,two countries,8,देशौ   देशौ   देशाभ्याम्   देशाभ्याम्   देशाभ्याम्   देशयोः   देशयोः   देशौ,used once dvivacana is switched on,
D039,maarga-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",मार्ग,two roads,8,मार्गौ   मार्गौ   मार्गाभ्याम्   मार्गाभ्याम्   मार्गाभ्याम्   मार्गयोः   मार्गयोः   मार्गौ,used once dvivacana is switched on,
D040,diipa-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",दीप,two lamps,8,दीपौ   दीपौ   दीपाभ्याम्   दीपाभ्याम्   दीपाभ्याम्   दीपयोः   दीपयोः   दीपौ,used once dvivacana is switched on,
D041,hasta-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",हस्त,two hands,8,हस्तौ   हस्तौ   हस्ताभ्याम्   हस्ताभ्याम्   हस्ताभ्याम्   हस्तयोः   हस्तयोः   हस्तौ,used once dvivacana is switched on,
D042,aapana-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",आपण,two shops,8,आपणौ   आपणौ   आपणाभ्याम्   आपणाभ्याम्   आपणाभ्याम्   आपणयोः   आपणयोः   आपणौ,used once dvivacana is switched on,
D043,vidyaalaya-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",विद्यालय,two schools,8,विद्यालयौ   विद्यालयौ   विद्यालयाभ्याम्   विद्यालयाभ्याम्   विद्यालयाभ्याम्   विद्यालययोः   विद्यालययोः   विद्यालयौ,used once dvivacana is switched on,
D044,paada-dva,D dual tables,"द्विवचनम्, पुंलिङ्गम्",पाद,two feet,8,पादौ   पादौ   पादाभ्याम्   पादाभ्याम्   पादाभ्याम्   पादयोः   पादयोः   पादौ,used once dvivacana is switched on,
D045,baalikaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",बालिका,two girls,8,बालिके   बालिके   बालिकाभ्याम्   बालिकाभ्याम्   बालिकाभ्याम्   बालिकयोः   बालिकयोः   बालिके,used once dvivacana is switched on,
D046,kavitaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",कविता,two poems,8,कविते   कविते   कविताभ्याम्   कविताभ्याम्   कविताभ्याम्   कवितयोः   कवितयोः   कविते,used once dvivacana is switched on,
D047,draakshaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",द्राक्षा,two grapes,8,द्राक्षे   द्राक्षे   द्राक्षाभ्याम्   द्राक्षाभ्याम्   द्राक्षाभ्याम्   द्राक्षयोः   द्राक्षयोः   द्राक्षे,used once dvivacana is switched on,
D048,chaatraa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",छात्रा,two students,8,छात्रे   छात्रे   छात्राभ्याम्   छात्राभ्याम्   छात्राभ्याम्   छात्रयोः   छात्रयोः   छात्रे,used once dvivacana is switched on,
D049,sandhyaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",सन्ध्या,two evenings,8,सन्ध्ये   सन्ध्ये   सन्ध्याभ्याम्   सन्ध्याभ्याम्   सन्ध्याभ्याम्   सन्ध्ययोः   सन्ध्ययोः   सन्ध्ये,used once dvivacana is switched on,
D050,ajaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",अजा,two goats,8,अजे   अजे   अजाभ्याम्   अजाभ्याम्   अजाभ्याम्   अजयोः   अजयोः   अजे,used once dvivacana is switched on,
D051,vriddhaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",वृद्धा,two old women,8,वृद्धे   वृद्धे   वृद्धाभ्याम्   वृद्धाभ्याम्   वृद्धाभ्याम्   वृद्धयोः   वृद्धयोः   वृद्धे,used once dvivacana is switched on,
D052,puujaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",पूजा,two worships,8,पूजे   पूजे   पूजाभ्याम्   पूजाभ्याम्   पूजाभ्याम्   पूजयोः   पूजयोः   पूजे,used once dvivacana is switched on,
D053,paathashaalaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",पाठशाला,two schools,8,पाठशाले   पाठशाले   पाठशालाभ्याम्   पाठशालाभ्याम्   पाठशालाभ्याम्   पाठशालयोः   पाठशालयोः   पाठशाले,used once dvivacana is switched on,
D054,shikshikaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",शिक्षिका,two teachers,8,शिक्षिके   शिक्षिके   शिक्षिकाभ्याम्   शिक्षिकाभ्याम्   शिक्षिकाभ्याम्   शिक्षिकयोः   शिक्षिकयोः   शिक्षिके,used once dvivacana is switched on,
D055,kathaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",कथा,two stories,8,कथे   कथे   कथाभ्याम्   कथाभ्याम्   कथाभ्याम्   कथयोः   कथयोः   कथे,used once dvivacana is switched on,
D056,kakshaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",कक्षा,two classrooms,8,कक्षे   कक्षे   कक्षाभ्याम्   कक्षाभ्याम्   कक्षाभ्याम्   कक्षयोः   कक्षयोः   कक्षे,used once dvivacana is switched on,
D057,lataa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",लता,two creepers,8,लते   लते   लताभ्याम्   लताभ्याम्   लताभ्याम्   लतयोः   लतयोः   लते,used once dvivacana is switched on,
D058,maalaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",माला,two garlands,8,माले   माले   मालाभ्याम्   मालाभ्याम्   मालाभ्याम्   मालयोः   मालयोः   माले,used once dvivacana is switched on,
D059,bhaashaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",भाषा,two languages,8,भाषे   भाषे   भाषाभ्याम्   भाषाभ्याम्   भाषाभ्याम्   भाषयोः   भाषयोः   भाषे,used once dvivacana is switched on,
D060,patrikaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",पत्रिका,two magazines,8,पत्रिके   पत्रिके   पत्रिकाभ्याम्   पत्रिकाभ्याम्   पत्रिकाभ्याम्   पत्रिकयोः   पत्रिकयोः   पत्रिके,used once dvivacana is switched on,
D061,adhyaapikaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",अध्यापिका,two teachers,8,अध्यापिके   अध्यापिके   अध्यापिकाभ्याम्   अध्यापिकाभ्याम्   अध्यापिकाभ्याम्   अध्यापिकयोः   अध्यापिकयोः   अध्यापिके,used once dvivacana is switched on,
D062,naukaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",नौका,two boats,8,नौके   नौके   नौकाभ्याम्   नौकाभ्याम्   नौकाभ्याम्   नौकयोः   नौकयोः   नौके,used once dvivacana is switched on,
D063,shaakhaa-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",शाखा,two branches,8,शाखे   शाखे   शाखाभ्याम्   शाखाभ्याम्   शाखाभ्याम्   शाखयोः   शाखयोः   शाखे,used once dvivacana is switched on,
D064,nadii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",नदी,two rivers,8,नद्यौ   नद्यौ   नदीभ्याम्   नदीभ्याम्   नदीभ्याम्   नद्योः   नद्योः   नद्यौ,used once dvivacana is switched on,
D065,devii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",देवी,two goddesses,8,देव्यौ   देव्यौ   देवीभ्याम्   देवीभ्याम्   देवीभ्याम्   देव्योः   देव्योः   देव्यौ,used once dvivacana is switched on,
D066,nagarii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",नगरी,two cities,8,नगर्यौ   नगर्यौ   नगरीभ्याम्   नगरीभ्याम्   नगरीभ्याम्   नगर्योः   नगर्योः   नगर्यौ,used once dvivacana is switched on,
D067,putrii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",पुत्री,two daughters,8,पुत्र्यौ   पुत्र्यौ   पुत्रीभ्याम्   पुत्रीभ्याम्   पुत्रीभ्याम्   पुत्र्योः   पुत्र्योः   पुत्र्यौ,used once dvivacana is switched on,
D068,jananii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",जननी,two mothers,8,जनन्यौ   जनन्यौ   जननीभ्याम्   जननीभ्याम्   जननीभ्याम्   जनन्योः   जनन्योः   जनन्यौ,used once dvivacana is switched on,
D069,lekhanii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",लेखनी,two pens,8,लेखन्यौ   लेखन्यौ   लेखनीभ्याम्   लेखनीभ्याम्   लेखनीभ्याम्   लेखन्योः   लेखन्योः   लेखन्यौ,used once dvivacana is switched on,
D070,naarii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",नारी,two women,8,नार्यौ   नार्यौ   नारीभ्याम्   नारीभ्याम्   नारीभ्याम्   नार्योः   नार्योः   नार्यौ,used once dvivacana is switched on,
D071,bhaginii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",भगिनी,two sisters,8,भगिन्यौ   भगिन्यौ   भगिनीभ्याम्   भगिनीभ्याम्   भगिनीभ्याम्   भगिन्योः   भगिन्योः   भगिन्यौ,used once dvivacana is switched on,
D072,sakhii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",सखी,two friends,8,सख्यौ   सख्यौ   सखीभ्याम्   सखीभ्याम्   सखीभ्याम्   सख्योः   सख्योः   सख्यौ,used once dvivacana is switched on,
D073,raajnyii-dva,D dual tables,"द्विवचनम्, स्त्रीलिङ्गम्",राज्ञी,two queens,8,राज्ञ्यौ   राज्ञ्यौ   राज्ञीभ्याम्   राज्ञीभ्याम्   राज्ञीभ्याम्   राज्ञ्योः   राज्ञ्योः   राज्ञ्यौ,used once dvivacana is switched on,
